Date,High,Low,Open,Close,Volume,Adj Close,Name
1980-03-17,0.8271409869194031,0.8085539937019348,0.0,0.8178470134735107,1158040.0,0.4295596778392792,ADP
1980-03-18,0.8302389979362488,0.814749002456665,0.0,0.8271409869194031,1622063.0,0.4344412386417389,ADP
1980-03-19,0.8426309823989868,0.8271409869194031,0.0,0.8426309823989868,1367859.0,0.4425770342350006,ADP
1980-03-20,0.8612179756164551,0.8395329713821411,0.0,0.8395329713821411,3046412.0,0.440949946641922,ADP
1980-03-21,0.848825991153717,0.8364350199699402,0.0,0.8364350199699402,1020851.0,0.4393227994441986,ADP
1980-03-24,0.8426309823989868,0.8302389979362488,0.0,0.8302389979362488,778752.0,0.4360686242580414,ADP
1980-03-25,0.8426309823989868,0.8271409869194031,0.0,0.8302389979362488,944186.0,0.4360686242580414,ADP
1980-03-26,0.8426309823989868,0.8271409869194031,0.0,0.8426309823989868,2332220.0,0.4425770342350006,ADP
1980-03-27,0.8302389979362488,0.8116520047187805,0.0,0.8116520047187805,770682.0,0.42630600929260254,ADP
1980-03-28,0.8426309823989868,0.8302389979362488,0.0,0.8364350199699402,459988.0,0.4393227994441986,ADP
1980-03-31,0.8519240021705627,0.8364350199699402,0.0,0.8457289934158325,250169.0,0.4442044198513031,ADP
1980-04-01,0.8612179756164551,0.8457289934158325,0.0,0.8581200242042542,201749.0,0.4507126212120056,ADP
1980-04-02,0.9045889973640442,0.8581200242042542,0.0,0.8983929753303528,758577.0,0.47186532616615295,ADP
1980-04-03,0.9262740015983582,0.9014909863471985,0.0,0.9169800281524658,1480839.0,0.48162758350372314,ADP
1980-04-07,0.9169800281524658,0.9014909863471985,0.0,0.9014909863471985,464023.0,0.4734920263290405,ADP
1980-04-08,0.8952950239181519,0.8860009908676147,0.0,0.8860009908676147,1355754.0,0.4653564989566803,ADP
1980-04-09,0.8860009908676147,0.8860009908676147,0.0,0.8860009908676147,347009.0,0.4653564989566803,ADP
1980-04-10,0.9045889973640442,0.8921970129013062,0.0,0.8952950239181519,314729.0,0.4702380299568176,ADP
1980-04-11,0.9169800281524658,0.9014909863471985,0.0,0.9045889973640442,710157.0,0.47511985898017883,ADP
1980-04-14,0.8983929753303528,0.8921970129013062,0.0,0.8921970129013062,205784.0,0.4686107635498047,ADP
1980-04-15,0.9045889973640442,0.8952950239181519,0.0,0.8983929753303528,197714.0,0.47186532616615295,ADP
1980-04-16,0.9169800281524658,0.9045889973640442,0.0,0.9045889973640442,2134506.0,0.47511985898017883,ADP
1980-04-17,0.8983929753303528,0.8921970129013062,0.0,0.8983929753303528,1371894.0,0.47186532616615295,ADP
1980-04-18,0.9076870083808899,0.8983929753303528,0.0,0.8983929753303528,391393.0,0.47186532616615295,ADP
1980-04-21,0.9045889973640442,0.8983929753303528,0.0,0.8983929753303528,379288.0,0.47186532616615295,ADP
1980-04-22,0.9293720126152039,0.9045889973640442,0.0,0.9045889973640442,1125760.0,0.47511985898017883,ADP
1980-04-23,0.9200779795646667,0.9045889973640442,0.0,0.9107850193977356,625422.0,0.47837379574775696,ADP
1980-04-24,0.9169800281524658,0.9076870083808899,0.0,0.9169800281524658,246134.0,0.48162758350372314,ADP
1980-04-25,0.9200779795646667,0.9138820171356201,0.0,0.9138820171356201,121049.0,0.48000040650367737,ADP
1980-04-28,0.9262740015983582,0.9138820171356201,0.0,0.9262740015983582,347009.0,0.48650914430618286,ADP
1980-04-29,0.9262740015983582,0.9231759905815125,0.0,0.9231759905815125,1166110.0,0.48488175868988037,ADP
1980-04-30,0.9262740015983582,0.9200779795646667,0.0,0.9200779795646667,431743.0,0.48325490951538086,ADP
1980-05-01,0.9479590058326721,0.9324700236320496,0.0,0.9448620080947876,500338.0,0.49627241492271423,ADP
1980-05-02,0.9510570168495178,0.9355679750442505,0.0,0.9355679750442505,217889.0,0.4913908541202545,ADP
1980-05-05,0.9479590058326721,0.9355679750442505,0.0,0.9479590058326721,455953.0,0.49789905548095703,ADP
1980-05-06,0.9541550278663635,0.9417639970779419,0.0,0.9479590058326721,375253.0,0.49789905548095703,ADP
1980-05-07,0.9541550278663635,0.9386659860610962,0.0,0.9417639970779419,407533.0,0.4946449100971222,ADP
1980-05-08,0.9541550278663635,0.9417639970779419,0.0,0.9479590058326721,1343649.0,0.49789905548095703,ADP
1980-05-09,0.9510570168495178,0.9386659860610962,0.0,0.9417639970779419,669807.0,0.4946449100971222,ADP
1980-05-12,0.9510570168495178,0.9417639970779419,0.0,0.9510570168495178,141224.0,0.49952614307403564,ADP
1980-05-13,0.9665470123291016,0.9603509902954102,0.0,0.9603509902954102,322799.0,0.5044074654579163,ADP
1980-05-14,0.9789379835128784,0.9603509902954102,0.0,0.9665470123291016,439813.0,0.5076619386672974,ADP
1980-05-15,0.9727429747581482,0.9603509902954102,0.0,0.9634490013122559,72630.0,0.5060345530509949,ADP
1980-05-16,0.9665470123291016,0.9603509902954102,0.0,0.9603509902954102,8070.0,0.5044074654579163,ADP
1980-05-19,0.9572529792785645,0.9417639970779419,0.0,0.9417639970779419,1428384.0,0.4946449100971222,ADP
1980-05-20,0.9572529792785645,0.9417639970779419,0.0,0.9510570168495178,1388034.0,0.49952614307403564,ADP
1980-05-21,0.9634490013122559,0.9541550278663635,0.0,0.9603509902954102,371218.0,0.5044074654579163,ADP
1980-05-22,0.9696450233459473,0.9634490013122559,0.0,0.9696450233459473,314729.0,0.5092891454696655,ADP
1980-05-23,0.9851340055465698,0.9727429747581482,0.0,0.9789379835128784,1351719.0,0.5141698122024536,ADP
1980-05-27,0.9665470123291016,0.9603509902954102,0.0,0.9634490013122559,229994.0,0.5060345530509949,ADP
1980-05-28,0.9665470123291016,0.9572529792785645,0.0,0.9665470123291016,242099.0,0.5076619386672974,ADP
1980-05-29,0.9727429747581482,0.9665470123291016,0.0,0.9665470123291016,36315.0,0.5076619386672974,ADP
1980-05-30,0.9665470123291016,0.9603509902954102,0.0,0.9665470123291016,3453945.0,0.5076619386672974,ADP
1980-06-02,0.9665470123291016,0.9510570168495178,0.0,0.9541550278663635,217889.0,0.5011534094810486,ADP
1980-06-03,0.9572529792785645,0.9479590058326721,0.0,0.9572529792785645,2134506.0,0.5027804970741272,ADP
1980-06-04,0.9634490013122559,0.9479590058326721,0.0,0.9634490013122559,468058.0,0.5060345530509949,ADP
1980-06-05,0.9696450233459473,0.9603509902954102,0.0,0.9696450233459473,1751183.0,0.5092891454696655,ADP
1980-06-06,0.9789379835128784,0.9634490013122559,0.0,0.9758409857749939,2469409.0,0.512543261051178,ADP
1980-06-09,0.9696450233459473,0.9541550278663635,0.0,0.9603509902954102,577003.0,0.5044074654579163,ADP
